00994,1620,1620.1,19.73,19.73.1,1,10.00,0.99,1603.80,5,92,0,predicted_target
1143,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
2059,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,388,0,14084
2882,1620.0,1620,5.96,5.96,0,8.91,0.42,680.4,1,129,0,14084
3342,2160.0,2160,5.33,5.33,0,8.91,0.22,475.2,0,361,0,14084
3416,2160.0,2160,4.61,4.61,0,8.91,0.0,0.0,0,0,0,14084
4949,2160.0,2160,5.33,5.33,0,8.91,0.04,86.4,0,366,0,14084
9011,648.0,648,5.33,5.33,0,8.91,0.0,0.0,0,0,1,14084
9282,2160.0,2160,5.33,5.33,0,8.91,0.26,561.6,0,33,0,14084
10500,2160.0,2160,5.33,5.33,1,10.0,0.27,583.2,0,366,0,14084
12898,540.0,540,5.33,5.33,0,8.91,0.28,151.2,0,34,0,14084
16370,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,1,14084
16587,2160.0,2160,13.33,13.33,0,8.91,0.6,1296.0,0,98,0,14084
18065,648.0,648,50.66,50.66,0,8.91,0.0,0.0,0,0,0,14084
19313,2160.0,2160,7.03,7.03,0,8.91,0.0,0.0,0,0,0,14084
19996,594.0,1188,29.33,58.67,0,10.0,0.0,0.0,0,0,1,14084
20124,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,29,0,14084
23153,1620.0,1620,11.68,11.68,1,8.0,0.71,1150.2,1,25,0,14084
23372,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,1,0,14084
23757,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,9,0,14084
24187,1620.0,1620,14.29,14.29,1,7.0,0.43,696.6,0,66,0,14084
25850,1620.0,1620,5.33,5.33,0,8.91,0.08,129.6,0,342,0,14084
27030,1188.0,4752,6.0,23.99,0,10.0,0.0,0.0,0,176,1,14084
27703,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
29095,1404.0,2808,27.99,55.99,0,8.91,0.0,0.0,0,0,1,14084
31062,2160.0,2160,5.33,5.33,0,8.91,0.6,1296.0,0,228,0,14084
33068,2160.0,2160,5.96,5.96,0,8.91,0.0,0.0,0,0,0,14084
3330,1620.0,1620,16.99,16.99,0,8.91,0.33,534.6,0,364,0,14084
3699,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,1,1,14084
4943,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
5790,2160.0,2160,11.68,11.68,0,8.91,0.0,0.0,0,0,0,14084
5829,1620.0,1620,6.11,6.11,0,8.91,0.12,194.4,0,8,0,14084
7053,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
13555,2160.0,2160,12.8,12.8,1,8.0,0.19,410.4,0,1,0,14084
14162,2160.0,2160,5.33,5.33,0,8.91,0.04,86.4,0,211,0,14084
14292,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
17021,2160.0,2160,5.33,5.33,1,10.0,0.23,496.8,0,186,0,14084
20156,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
20919,2160.0,2160,5.33,5.33,1,10.0,0.45,972.0,0,158,0,14084
20998,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
24221,2160.0,2160,5.33,5.33,0,8.91,0.05,108.0,0,14,0,14084
25167,2160.0,2160,5.33,5.33,0,8.91,0.07,151.2,0,149,0,14084
25991,2160.0,2160,5.33,5.33,0,8.91,0.37,799.2,0,387,0,14084
27323,2160.0,2160,4.1,4.1,0,8.91,0.0,0.0,0,39,0,14084
28685,1620.0,1620,6.04,6.04,0,8.91,0.64,1036.8,1,7,0,14084
4481,2160.0,2160,5.33,5.33,0,8.91,0.08,172.8,0,344,0,14084
4722,1332.0,3996,5.33,15.99,0,8.91,0.0,0.0,0,86,1,14084
10753,2160.0,2160,11.35,11.35,0,8.91,0.1,216.0,0,323,0,14084
12413,756.0,1512,8.73,17.47,0,8.91,0.0,0.0,0,0,1,14084
13440,1620.0,1620,5.33,5.33,0,8.91,0.68,1101.6,0,371,0,14084
14255,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
15384,1620.0,1620,9.77,9.77,1,9.0,0.78,1263.6,0,383,0,14084
17321,1404.0,2808,11.35,22.7,0,10.0,0.0,0.0,0,209,1,14084
18755,2160.0,2160,10.98,10.98,0,8.91,0.0,0.0,0,351,1,14084
21533,648.0,648,10.13,10.13,0,8.91,0.0,0.0,0,313,0,14084
22234,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
28285,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
29567,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
31263,2160.0,2160,5.33,5.33,0,8.91,0.03,64.8,0,12,0,14084
31659,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,97,0,14084
31982,2160.0,2160,5.33,5.33,1,10.0,0.0,0.0,0,266,1,14084
3579,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,4,0,14084
7585,2160.0,2160,9.77,9.77,0,8.91,0.0,0.0,0,0,0,14084
8000,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,314,0,14084
9829,1620.0,1620,5.33,5.33,0,8.91,0.06,97.2,0,273,0,14084
11551,648.0,648,50.66,50.66,0,8.91,0.77,498.96,0,23,0,14084
14333,2160.0,2160,10.98,10.98,1,9.0,0.0,0.0,0,136,1,14084
19754,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
22381,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
23676,2160.0,2160,5.33,5.33,1,8.0,0.66,1425.6,0,379,0,14084
31372,2160.0,2160,5.33,5.33,1,5.0,0.18,388.8,0,69,0,14084
508,1080.0,1080,10.13,10.13,1,9.0,0.85,918.0,1,81,0,14084
6123,324.0,324,10.13,10.13,1,9.0,0.72,233.28,0,0,0,14084
10244,648.0,648,10.13,10.13,0,8.91,0.8,518.4,0,28,0,14084
14843,648.0,648,5.33,5.33,0,8.91,0.48,311.04,0,198,0,14084
16792,1188.0,3564,12.8,38.4,0,8.91,0.0,0.0,0,152,1,14084
17056,1080.0,1080,10.13,10.13,1,8.0,0.0,0.0,1,1,1,14084
17268,1080.0,1080,5.33,5.33,0,8.91,0.39,421.2,0,0,0,14084
19864,540.0,540,6.11,6.11,1,10.0,0.55,297.0,0,48,0,14084
22116,648.0,648,10.13,10.13,1,10.0,1.0,648.0,2,192,0,14084
22166,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,2,1,14084
22951,1620.0,1620,10.13,10.13,0,8.91,0.19,307.8,0,11,0,14084
23058,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,62,1,14084
23200,648.0,648,10.13,10.13,1,9.0,0.26,168.48,0,337,0,14084
25119,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
28244,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
29771,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,355,1,14084
31759,2160.0,2160,5.33,5.33,1,10.0,0.0,0.0,0,294,1,14084
31895,2160.0,2160,10.13,10.13,0,8.91,0.12,259.2,0,1,0,14084
32669,324.0,324,6.11,6.11,0,8.91,0.97,314.28,0,13,0,14084
33273,2160.0,2160,5.33,5.33,0,8.91,0.02,43.2,0,281,0,14084
123,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,37,0,14084
2300,2160.0,2160,10.13,10.13,0,8.91,0.1,216.0,0,6,0,14084
3627,1620.0,1620,11.35,11.35,0,8.91,0.53,858.6,0,9,0,14084
3909,2160.0,2160,5.33,5.33,0,8.91,0.81,1749.6,0,64,0,14084
5580,2160.0,2160,5.33,5.33,1,10.0,0.0,0.0,0,28,1,14084
7103,1620.0,1620,6.11,6.11,0,8.91,0.08,129.6,0,329,0,14084
9200,2160.0,2160,10.13,10.13,1,9.0,0.13,280.8,0,243,0,14084
9755,2160.0,2160,13.45,13.45,0,8.91,0.16,345.6,0,3,0,14084
9972,648.0,648,9.77,9.77,0,8.91,0.0,0.0,0,0,0,14084
11591,2160.0,2160,5.33,5.33,1,7.0,0.3,648.0,0,89,0,14084
13079,324.0,324,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
13496,1620.0,1620,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
15561,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,119,0,14084
15739,1620.0,1620,12.8,12.8,0,8.91,0.41,664.2,1,148,0,14084
19547,1620.0,1620,10.13,10.13,0,8.91,0.0,0.0,0,346,1,14084
19753,2160.0,2160,9.77,9.77,0,8.91,0.08,172.8,0,0,0,14084
21896,1620.0,1620,10.13,10.13,0,8.91,0.0,0.0,0,62,0,14084
21991,1080.0,1080,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
22756,540.0,540,10.13,10.13,0,8.91,0.58,313.2,0,4,0,14084
22887,2160.0,2160,5.33,5.33,0,8.91,0.0,0.0,0,0,0,14084
26439,2160.0,2160,104.0,104.0,0,8.91,0.0,0.0,0,0,0,14084
